Nvalid,StateName,NPostCode,NYear,NClimateZone,StarRating,Exposure,X,CertificateHeating,CertificateSCool,CertificateLCool,TotalFlArea,TotFloorArea,SlabOnGroundArea,FloorsAboveGround,SubfloorFloorArea,FloorsAboveNeighbours_100,CeilingsBelowNeighbours,TotalSharedSurfaceArea,FloorHeightmin,FloorHeightmax,NumberofLiving,NumberofBedrooms,MStorey,NStorey
3223,     VIC,3719,17,66, 5.90,            Open,NA,201.58,5.65,     1.11,214.05,177.37,214.05,0,0,0,0,0,0.32,0.32,2,4,0,1
3224,     VIC,3373,17,66, 6.10,        Suburban,NA,204.65,13.86,     1.52,169.85,133.27,169.85,0,0,0,0,0,0.4,0.4,2,3,0,1
3225,     VIC,3515,17,66, 6.10,        Suburban,NA,181.57,11.55,     1.69,221.99,188.52,221.99,0,0,0,0,0,0.32,0.32,3,4,0,1
3227,     VIC,3717,17,66, 6.10,            Open,NA,188.22,8.86,     1.45,217.03,180.55,217.03,0,0,0,0,0,0.4,0.4,2,4,0,1
3228,     VIC,3722,17,66, 6.60,        Suburban,NA,156.78,4.63,     1.26,250.9,208.09,250.9,0,0,0,0,0,0.32,0.32,2,4,0,1
3229,     VIC,3722,17,66, 6.80,        Suburban,NA,152.41,8.16,     1.48,206.48,170.42,206.48,0,0,0,0,0,0.4,0.4,2,5,0,1
3230,     VIC,3551,17,66, 6.20,        Suburban,NA,170.73,13.15,     1.47,242.29,208.86,242.29,0,0,0,0,0,0.32,0.32,2,4,0,1
3231,     VIC,3722,17,66, 6.10,            Open,NA,179.95,12.62,     1.59,226.98,190.33,226.98,0,0,0,0,0,0.4,0.4,3,3,0,1
3232,     VIC,3690,17,66, 6.40,        Suburban,NA,184.85,25.48,     1.93,134.5,101.32,134.5,0,0,0,0,0,0.31,0.31,1,3,0,1
3233,     VIC,3350,17,66, 6.40,        Suburban,NA,162.86,4.45,     1.17,242.11,208.56,242.11,0,0,0,0,0,0.38,0.38,2,4,0,1
3234,     VIC,3350,17,66, 5.90,        Suburban,NA,210.29,8.73,     1.38,175.63,137.77,175.63,0,0,0,0,0,0.4,0.4,2,3,0,1
